strike_type,strike_group,strike_frame,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y
forehand,6596baf0e69e8a944edf96ec08e08a3a,7,179.39,147.131,191.083,155.919,192.153,184.334,207.764,195.046,168.626,139.316,152.966,152.965,160.817,163.754,175.489,198.939,183.304,235.126,183.27,270.298,159.859,193.062,149.072,223.413,135.414,254.684
forehand,6596baf0e69e8a944edf96ec08e08a3a,8,179.386,147.143,191.161,154.004,191.136,177.448,196.963,179.401,167.669,141.261,152.027,154.014,153.989,150.071,176.464,197.938,181.348,230.244,185.253,261.508,159.852,192.09,145.232,222.38,136.365,252.706
forehand,6596baf0e69e8a944edf96ec08e08a3a,9,179.376,145.215,191.095,152.048,191.139,174.49,0,0,168.64,140.293,152.036,153.996,158.862,145.198,176.444,196.991,180.377,230.245,191.089,260.532,160.781,192.081,144.229,219.462,136.394,251.731
forehand,71026335076744569e82ae8eb4476c0d,0,387.64,152.026,398.371,152.971,417.873,164.743,424.718,154.004,378.782,151.99,394.47,165.69,0,0,394.43,198.963,395.453,231.223,401.264,260.542,378.797,198.907,378.786,231.198,377.856,262.459
forehand,71026335076744569e82ae8eb4476c0d,10,396.397,148.1,404.229,150.054,411.033,167.705,426.73,168.601,388.57,146.173,378.849,158.875,405.225,167.654,398.369,188.181,404.247,216.543,410.119,245.882,386.629,187.215,384.663,218.507,378.847,246.857
forehand,71026335076744569e82ae8eb4476c0d,11,395.456,145.209,404.259,146.184,411.08,166.681,426.761,168.678,387.578,144.239,373.94,153.036,370.976,160.856,400.322,186.221,404.212,216.549,410.118,245.893,386.628,185.263,384.681,216.542,379.775,246.825
forehand,71026335076744569e82ae8eb4476c0d,12,395.477,144.171,406.185,145.138,412.07,162.796,428.685,167.65,386.651,141.275,371.986,152.03,366.109,164.731,402.228,183.335,403.267,215.551,410.098,245.835,387.564,183.297,385.628,214.583,380.766,242.946
forehand,71026335076744569e82ae8eb4476c0d,13,395.391,139.31,404.219,141.283,410.123,159.849,406.187,160.819,385.671,137.398,372.98,149.091,370.984,159.854,401.287,180.378,403.228,213.601,410.087,243.902,386.659,179.383,384.694,208.749,380.784,238.053
forehand,71026335076744569e82ae8eb4476c0d,14,394.44,137.364,403.257,138.329,410.079,157.901,407.168,159.876,384.66,136.418,374.917,151.973,372.965,158.838,401.313,177.445,403.249,209.7,410.092,240.962,387.575,176.495,383.694,207.781,380.79,238.077
forehand,71026335076744569e82ae8eb4476c0d,15,394.422,137.331,402.294,137.395,402.311,158.832,398.389,160.814,385.632,136.386,378.829,153.028,377.811,147.13,401.261,176.46,403.255,207.716,411.037,237.066,386.683,176.447,380.804,206.799,382.73,237.059
forehand,71026335076744569e82ae8eb4476c0d,16,392.478,134.411,395.445,134.435,394.47,153.01,384.675,152.966,386.673,134.407,385.662,152.027,379.78,151.047,401.263,174.477,403.205,205.755,412.087,231.253,388.607,174.496,379.852,200.887,381.766,231.204
forehand,71026335076744569e82ae8eb4476c0d,17,391.538,134.409,392.5,133.46,386.641,151.048,380.77,149.103,391.511,135.387,389.562,153.999,379.834,151.048,399.325,172.54,402.238,205.775,416.944,226.328,393.491,173.525,379.8,197.983,380.774,226.331
forehand,71026335076744569e82ae8eb4476c0d,18,393.447,133.461,394.417,131.518,385.644,152.018,378.759,141.267,391.504,135.413,386.663,154.957,378.842,145.147,399.334,171.577,400.333,204.788,417.937,220.457,393.444,172.558,379.776,197.986,379.836,223.424
forehand,71026335076744569e82ae8eb4476c0d,19,391.522,136.354,393.484,135.395,386.631,152.979,378.781,143.206,388.62,137.339,386.641,155.944,379.759,144.193,400.298,174.47,398.366,204.794,418.899,211.648,391.541,174.522,379.788,198.958,379.818,223.409
forehand,71026335076744569e82ae8eb4476c0d,1,387.664,152.999,400.337,153.998,418.861,167.625,425.761,153.039,378.777,152.036,387.585,153.055,0,0,394.421,198.973,395.487,230.254,399.357,260.513,378.775,198.919,378.813,231.172,378.753,261.483
forehand,71026335076744569e82ae8eb4476c0d,21,388.607,138.36,0,0,0,0,0,0,388.588,139.324,394.408,159.808,380.756,153.978,395.415,176.49,396.424,207.721,414.992,204.787,390.538,177.468,379.801,199.973,379.826,228.271
forehand,71026335076744569e82ae8eb4476c0d,22,387.62,143.204,390.536,143.201,393.453,160.788,371.99,146.173,386.647,144.181,392.48,160.846,378.832,161.794,395.451,176.489,396.421,207.758,413.02,204.788,390.55,179.393,378.809,200.887,379.796,228.282
forehand,71026335076744569e82ae8eb4476c0d,23,387.585,145.148,387.589,144.212,388.58,160.824,379.754,167.665,387.591,145.194,392.49,160.855,379.831,168.645,394.476,178.423,395.426,207.795,411.069,206.715,389.578,181.323,377.818,200.936,379.802,228.261
forehand,71026335076744569e82ae8eb4476c0d,24,387.579,145.212,387.638,145.17,390.537,163.751,379.81,168.678,386.637,146.177,392.491,162.773,380.794,171.562,395.399,177.466,394.454,206.791,414.017,207.703,388.622,180.365,373.936,199.937,379.796,226.328
forehand,71026335076744569e82ae8eb4476c0d,25,387.584,146.176,386.649,145.223,371.973,144.252,0,0,387.625,148.113,395.439,166.668,381.738,174.481,394.443,178.399,394.405,203.841,411.105,212.64,391.508,180.353,372.934,198.978,379.765,224.394
forehand,71026335076744569e82ae8eb4476c0d,26,387.584,148.114,387.6,147.121,374.907,149.102,372.007,150.064,387.594,151.023,394.457,167.684,380.789,175.496,395.411,179.388,389.585,203.841,411.056,215.602,392.509,182.314,371.988,198.967,379.797,224.346
forehand,71026335076744569e82ae8eb4476c0d,27,387.59,151.014,386.625,149.103,371.998,153.998,374.905,152.012,388.593,152.021,395.412,168.645,381.756,176.418,393.489,181.331,388.612,203.831,407.151,221.407,393.479,183.259,371.974,198.979,379.82,224.376
forehand,71026335076744569e82ae8eb4476c0d,28,387.604,151.971,385.646,151.027,373.937,156.901,373.922,153.964,390.546,152.045,395.437,169.631,384.673,176.498,393.464,181.363,389.568,204.789,402.284,222.443,393.484,183.26,371.968,199.878,380.791,223.422
forehand,71026335076744569e82ae8eb4476c0d,2,388.573,152.999,400.297,153.979,417.918,166.676,426.685,153.988,378.841,152.061,387.685,153.065,0,0,394.418,198.946,399.335,229.209,402.227,254.697,378.798,197.969,378.81,230.256,377.841,260.511
forehand,71026335076744569e82ae8eb4476c0d,3,389.56,152.992,401.262,153.983,417.922,167.641,427.677,153.025,379.813,152.042,387.673,153.981,0,0,394.454,197.933,402.219,223.438,402.297,254.647,379.746,195.998,379.753,229.26,378.776,257.586
forehand,71026335076744569e82ae8eb4476c0d,4,391.518,152.96,401.29,153.97,417.888,167.672,426.762,153.037,380.795,151.059,387.669,153.031,0,0,394.469,195.032,402.304,222.382,404.269,253.697,379.776,193.081,379.743,227.31,378.764,256.607
forehand,71026335076744569e82ae8eb4476c0d,5,393.447,152.02,400.336,152.977,414.966,167.678,425.774,157.885,385.637,151.053,397.398,167.62,0,0,394.479,194.063,403.221,221.421,409.132,248.809,379.814,193.08,379.759,226.308,378.768,255.63
forehand,71026335076744569e82ae8eb4476c0d,6,394.45,151.989,402.248,152.048,412.073,168.604,426.695,157.899,386.633,151.021,410.057,163.762,423.766,153.985,394.447,192.125,403.234,219.48,410.123,247.826,379.836,192.07,379.821,224.353,378.789,253.675
forehand,71026335076744569e82ae8eb4476c0d,7,394.484,151.057,402.311,152.01,411.112,168.654,426.714,159.852,386.646,150.064,388.585,168.625,0,0,395.391,192.066,403.262,217.533,410.11,246.809,380.808,191.112,380.766,223.371,378.82,249.769
forehand,71026335076744569e82ae8eb4476c0d,8,395.439,151.016,403.233,151.972,411.04,168.617,426.752,162.765,387.641,149.082,409.124,166.677,419.886,161.784,395.469,191.122,403.302,217.511,410.129,245.881,385.615,191.08,381.761,223.355,378.794,251.726
forehand,71026335076744569e82ae8eb4476c0d,9,395.462,151.001,403.28,151.036,411.03,168.616,428.673,166.691,387.628,150.044,381.744,160.84,404.244,168.589,396.426,191.087,404.251,217.537,410.127,246.845,386.576,190.15,381.766,223.363,378.773,253.671
forehand,718bbee8fe9f3921eac6522026e5acc9,20,238.033,129.564,251.734,129.582,262.465,146.168,262.478,137.37,223.353,129.567,221.406,150.066,0,0,242.919,190.137,245.83,238.011,239.999,293.789,227.272,190.16,233.175,235.123,236.09,271.267
forehand,718bbee8fe9f3921eac6522026e5acc9,27,246.888,136.341,260.52,132.481,0,0,0,0,237.074,138.324,227.306,168.612,220.443,158.847,262.471,191.151,266.381,241.946,262.529,289.861,246.815,194.044,246.865,240.966,250.753,290.826
forehand,718bbee8fe9f3921eac6522026e5acc9,28,249.782,136.348,262.469,129.581,0,0,0,0,238.065,140.284,230.232,169.644,221.389,159.871,262.502,192.098,269.268,241.949,269.271,286.923,246.841,195.022,246.867,240.97,251.712,291.806
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,0,287.899,151.059,295.707,158.877,316.24,197.948,345.593,192.071,279.109,145.142,309.393,159.849,333.866,159.885,270.331,225.355,293.774,279.134,274.212,332.846,259.525,222.379,245.818,273.231,218.504,317.221
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,10,261.496,140.289,278.146,151.988,290.82,195.024,302.587,225.339,243.919,129.527,216.552,136.367,231.179,144.196,252.717,215.565,263.442,271.276,272.265,334.813,226.302,207.737,211.66,254.695,195.019,308.384
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,11,259.524,136.376,277.135,145.195,285.924,182.293,300.565,203.811,240.033,126.607,210.658,132.479,222.428,128.531,253.645,208.735,262.505,269.295,276.154,331.907,226.303,204.79,209.705,249.79,197.002,301.588
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,12,254.636,131.485,270.358,139.308,279.094,167.644,290.844,175.509,238.042,123.659,207.702,130.512,215.58,120.736,250.756,208.724,262.455,269.332,277.189,330.92,224.374,204.789,206.775,247.806,194.074,299.615
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,13,252.723,129.504,269.322,136.399,263.471,155.935,0,0,236.092,121.752,207.701,132.488,217.509,123.661,252.711,207.749,262.494,269.282,278.18,327.985,227.289,202.848,200.895,245.899,191.116,297.686
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,14,247.843,128.599,265.421,136.391,0,0,0,0,231.227,121.711,204.814,138.357,208.712,133.436,252.682,208.713,263.465,267.35,281.065,324.095,225.355,204.817,198.968,246.865,184.289,301.547
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,15,245.904,127.561,262.497,129.57,0,0,0,0,230.195,122.677,201.9,148.117,207.774,136.342,252.711,206.774,262.533,262.525,284.971,323.063,227.275,203.84,198.89,251.724,180.382,307.46
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,16,244.874,127.575,261.494,128.595,253.677,160.835,0,0,225.35,125.637,205.779,159.869,200.92,145.189,250.747,207.732,262.485,262.469,285.929,317.254,225.339,205.773,198.962,255.67,177.45,316.204
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,17,239.987,128.566,255.646,128.575,251.716,160.794,0,0,223.402,128.58,206.771,168.662,199.899,153.996,247.849,207.754,261.528,262.492,285.949,317.251,224.348,207.725,198.983,262.471,183.297,325.021
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,18,238.071,130.54,253.676,133.444,239.025,166.678,0,0,223.351,130.537,207.77,177.425,199.909,164.736,246.82,212.639,261.476,266.379,284.954,317.205,223.376,213.609,199.894,270.333,191.161,339.712
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,1,284.956,153.023,290.812,159.867,308.378,199.96,339.709,199.921,278.123,149.088,303.532,160.873,330.924,166.657,267.358,229.257,292.796,279.105,271.32,332.897,253.675,223.402,239.02,275.203,209.693,317.274
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,2,280.068,157.87,285.938,163.763,300.597,204.818,332.904,208.731,272.284,151.985,301.559,166.683,325.092,169.609,261.513,231.23,292.734,278.108,271.301,332.865,246.876,228.276,236.075,274.227,205.789,317.233
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,3,277.131,159.79,280.08,164.739,290.85,201.89,324.07,220.421,270.31,152.989,295.726,168.642,322.094,174.479,258.567,231.236,286.938,278.083,271.288,334.841,242.928,228.26,231.184,276.129,200.907,318.192
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,4,272.283,159.806,277.188,165.715,285.921,200.934,316.246,229.235,268.34,153.001,286.94,168.655,308.455,175.48,255.626,233.156,284.94,279.103,270.331,338.717,238.053,230.207,223.41,278.097,198.898,317.244
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,5,270.281,159.803,275.183,165.709,284.943,205.79,309.424,233.158,264.434,152.983,280.095,167.637,297.68,174.509,253.653,231.218,279.107,277.189,270.29,338.726,235.102,227.282,222.392,276.179,195.02,317.267
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,6,268.325,157.886,273.226,162.768,284.929,206.77,306.454,238.039,261.483,152.008,261.548,202.85,0,0,250.757,230.253,277.1,277.145,270.269,338.736,232.161,225.334,218.497,274.225,192.123,317.259
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,7,267.349,156.923,277.108,166.653,284.006,206.755,304.515,242.931,255.677,148.113,0,0,0,0,250.756,230.207,271.29,277.164,270.275,339.715,230.175,223.361,215.532,270.328,192.095,317.265
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,8,262.539,152.99,278.109,161.826,285.911,207.729,304.505,244.85,248.811,144.151,235.095,145.215,246.829,139.309,252.687,227.283,269.304,277.111,270.269,338.737,227.278,218.502,214.561,265.422,192.149,316.22
forehand,78cf59a9bb1485c26b00f1dc4cc2567f,9,261.527,145.214,278.152,157.893,286.947,203.836,303.539,239.05,245.894,134.426,224.372,138.34,238.015,155.922,252.685,222.377,266.377,275.202,270.337,338.713,225.341,214.583,212.635,262.454,193.088,310.409
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,0,290.837,152.049,301.544,153.021,323.093,176.497,340.727,167.649,279.109,151.014,0,0,0,0,285.92,217.538,309.423,265.428,312.347,325.028,269.29,215.552,262.503,261.475,246.899,302.562
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,10,294.724,159.86,300.617,160.853,308.474,192.092,329.937,173.525,289.858,159.808,303.543,182.331,0,0,293.736,230.213,317.225,273.238,315.258,328.951,277.137,224.386,270.269,275.169,246.805,312.349
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,11,294.725,160.814,300.597,161.803,307.412,193.062,327.024,179.394,290.808,159.856,304.511,183.303,0,0,292.794,229.257,317.217,273.241,315.266,327.988,277.144,224.384,270.274,274.222,245.886,312.325
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,12,293.762,161.78,299.617,161.831,305.495,195.016,326.045,184.331,287.905,161.781,300.598,183.312,0,0,292.816,230.235,316.295,274.217,315.262,327.988,277.141,227.297,269.343,274.214,245.856,311.359
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,13,292.807,160.848,297.693,162.765,302.573,197,325.018,192.132,286.906,160.824,299.6,191.124,317.209,186.228,292.766,230.242,316.262,272.283,315.255,326.045,277.111,227.283,268.339,274.213,245.828,310.379
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,14,291.81,160.846,295.743,161.83,302.565,197.968,325.04,198.922,284.983,160.836,291.823,195.021,319.166,197.926,292.785,231.215,315.278,275.166,315.231,326.043,275.2,229.235,265.433,273.233,244.862,311.384
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,15,290.838,159.849,295.714,160.843,301.624,197.975,326.037,205.795,284.946,158.859,290.829,192.117,0,0,289.857,230.199,312.344,272.259,313.313,327.004,272.259,225.343,263.489,270.349,243.887,313.321
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,16,288.894,158.838,294.743,159.876,301.62,194.072,325.031,207.787,283.973,155.938,286.95,192.094,0,0,286.955,227.307,309.425,271.288,313.325,329.92,270.346,223.39,262.481,270.327,241.97,311.383
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,17,285.954,153.989,293.804,158.859,301.624,192.122,325.055,210.674,277.157,152.041,262.521,170.618,0,0,285.987,223.417,308.413,272.261,313.307,329.937,269.34,222.37,261.539,268.343,240.982,311.346
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,18,284,152.002,293.778,157.868,301.636,191.111,327.99,212.632,271.306,145.216,257.6,153.957,251.727,170.589,285.946,221.408,302.587,271.294,313.319,327.972,267.375,215.559,259.536,266.382,239.038,313.321
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,19,281.072,145.202,293.776,152.979,307.415,190.133,329.945,207.76,269.343,138.356,247.815,147.156,241.941,168.656,284.998,215.591,300.613,269.343,311.381,326.015,265.409,213.588,254.712,264.437,239.005,311.381
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,1,292.735,152.015,301.62,152.977,325.03,174.519,347.489,160.85,281.048,150.065,0,0,0,0,286.924,217.532,309.431,268.321,314.305,326.991,270.29,215.557,262.544,261.493,247.805,302.564
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,20,279.115,140.3,293.782,146.15,308.437,184.247,332.834,199.966,265.427,134.435,242.941,144.178,238.995,164.727,284.946,210.678,298.642,266.382,311.355,321.135,262.511,207.736,254.688,261.499,239.05,309.396
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,21,278.175,136.355,294.76,143.193,309.378,177.433,332.866,188.209,262.509,128.59,245.87,144.22,240.009,160.83,284.939,207.745,295.703,261.511,310.395,316.28,262.462,206.77,253.724,256.619,242.93,305.479
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,22,277.11,132.458,292.738,137.322,303.548,169.616,325.028,171.577,261.496,128.568,246.798,159.805,247.821,150.069,283.975,202.845,293.797,254.706,308.47,311.362,262.46,200.898,253.681,252.69,245.881,300.642
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,23,273.248,130.535,285.006,132.471,293.733,160.785,300.61,153.034,261.528,130.512,252.719,165.684,248.791,144.2,284.971,200.905,292.766,252.705,308.454,309.422,263.473,201.861,251.743,246.884,246.901,298.632
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,24,273.224,128.594,278.177,129.504,264.445,167.683,252.694,142.233,268.325,128.585,259.56,168.62,248.783,145.156,285.007,198.927,290.821,249.793,308.38,309.441,268.328,198.95,248.815,244.894,246.88,293.801
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,25,273.225,129.566,277.177,129.523,271.273,167.648,253.674,144.183,269.35,130.547,263.459,168.64,246.897,150.075,284.989,198.909,291.778,251.722,306.488,311.368,267.387,198.944,247.841,245.888,245.903,298.637
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,26,273.224,130.541,275.186,129.571,265.404,146.17,252.697,136.357,271.301,133.465,270.323,170.579,246.812,159.835,284.994,200.883,291.828,255.653,308.384,315.246,269.311,200.899,246.899,247.831,245.849,300.58
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,27,271.302,133.459,270.338,130.529,254.666,140.291,238.002,135.388,272.25,136.401,274.198,175.514,247.843,169.659,284.96,201.884,290.837,257.598,308.458,316.277,269.335,202.859,246.869,253.681,244.883,309.394
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,28,270.273,138.368,268.348,137.325,247.859,140.311,232.17,136.364,271.301,143.233,278.08,178.416,252.715,176.507,282.037,208.722,291.805,264.442,310.375,319.178,269.282,208.711,246.864,260.491,245.859,318.217
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,29,269.289,143.185,264.451,138.349,253.684,144.162,238.016,138.368,270.306,145.221,280.106,182.318,254.669,182.319,279.13,212.628,288.895,268.355,313.299,324.03,269.304,213.583,246.828,261.518,246.817,320.161
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,2,293.765,152.019,302.603,152.976,325.063,173.532,347.556,159.814,284.966,150.073,303.572,168.654,0,0,288.865,222.364,310.415,270.326,313.332,329.925,271.293,218.497,263.478,262.453,247.835,302.567
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,30,262.52,146.172,260.511,144.2,245.884,145.201,232.172,144.204,267.383,152.982,280.096,184.308,255.647,182.331,279.108,216.537,285.917,270.338,314.3,323.1,267.371,215.581,245.854,263.487,245.887,320.154
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,31,261.543,151.97,255.655,146.168,239.997,151.02,232.184,149.101,268.317,154.947,283.011,184.27,260.5,179.386,278.127,219.455,282.051,275.171,312.346,321.133,268.338,216.544,243.922,263.471,245.88,320.146
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,32,261.473,152.055,253.712,151.014,238.027,154.958,233.17,151.994,268.351,154.957,279.086,189.183,261.465,175.498,277.169,219.477,278.15,275.172,311.353,318.242,268.352,217.526,241.939,262.517,245.872,320.15
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,33,259.57,153.029,251.721,152.032,230.192,161.791,238.035,153.984,268.354,155.924,282.04,191.126,262.497,175.492,276.157,220.449,277.138,275.206,309.385,315.287,268.323,219.468,240.017,263.474,245.863,320.156
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,34,260.511,154.944,251.739,152.987,231.236,167.61,237.043,160.84,268.366,157.885,283.989,191.09,262.535,175.494,270.306,220.437,276.14,275.194,308.375,311.382,267.378,219.487,240.015,263.496,245.868,320.168
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,35,260.524,153.025,253.693,152.043,238.016,167.677,237.086,164.72,266.4,154.96,284.91,190.128,262.518,175.475,273.24,220.441,274.207,270.345,305.491,308.413,265.43,219.47,241.946,263.484,245.877,318.232
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,36,261.481,152.975,254.644,152.025,238.016,173.515,238.063,167.623,267.386,153.037,282.993,185.276,261.459,175.432,272.25,217.529,272.271,267.372,302.592,305.492,267.359,217.515,244.873,263.483,245.873,318.198
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,3,293.811,153.004,304.506,153.96,326.014,172.56,348.516,154.977,285.922,152.043,303.549,168.646,0,0,290.83,223.364,313.304,272.275,314.272,326.997,274.206,220.441,266.407,261.533,246.846,302.595
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,4,294.759,153.995,303.55,154.948,325.066,175.431,348.519,153.026,285.988,153.959,303.57,169.628,0,0,291.804,223.355,316.194,272.247,314.303,327.011,276.134,219.478,269.297,262.489,245.855,303.527
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,5,295.715,154.96,302.547,155.942,324.096,175.508,347.515,153.958,289.857,153.979,317.223,169.644,0,0,291.825,223.406,316.256,272.271,314.305,326.997,276.182,221.431,269.359,263.495,245.851,302.582
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,6,296.71,156.903,302.573,157.882,323.095,177.471,343.617,155.914,291.793,154.95,321.129,176.441,337.741,171.564,292.797,225.327,317.19,273.225,314.301,327.003,277.139,222.397,270.266,267.384,245.898,302.587
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,7,296.718,156.914,302.57,158.845,317.248,182.329,340.671,158.874,291.801,154.953,315.282,175.485,0,0,293.731,226.311,316.295,273.233,315.236,327.017,277.16,222.42,269.366,269.357,245.896,307.456
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,8,295.742,157.901,301.547,158.881,315.289,184.297,337.733,160.864,292.755,156.896,312.34,181.358,336.779,180.348,293.746,229.221,317.199,274.209,315.254,327.013,277.179,223.413,270.29,271.265,245.896,309.441
forehand,7d7fa60bfc2bc01fc84cbc33426e0da7,9,294.757,158.873,300.641,159.86,310.379,190.12,332.836,167.694,290.833,157.88,308.423,184.269,331.852,169.612,293.758,230.216,317.21,275.174,315.268,326.056,277.162,225.333,270.279,273.223,246.823,311.38
forehand,7f9b67a933db7bd970988423d855b268,0,197.941,141.272,200.913,142.234,210.68,159.851,231.254,145.227,192.138,138.374,208.727,158.845,230.253,157.875,185.246,198.957,198.967,242.945,185.24,290.82,175.442,195.996,184.301,244.862,168.629,285.917
forehand,7f9b67a933db7bd970988423d855b268,10,173.537,159.797,176.452,160.817,167.627,185.268,174.517,190.118,168.676,155.926,184.261,167.646,196,175.501,159.852,207.727,180.352,245.827,172.566,285.979,147.15,205.773,152.064,234.119,140.281,267.359
forehand,7f9b67a933db7bd970988423d855b268,11,170.58,157.882,169.647,158.852,162.783,174.505,167.684,191.119,171.563,155.921,176.468,168.609,189.176,175.44,156.899,206.742,176.454,244.875,171.569,286.944,146.186,204.794,150.076,236.103,138.343,269.326
forehand,7f9b67a933db7bd970988423d855b268,12,168.613,157.876,166.682,156.891,155.934,176.488,165.709,198.926,171.563,157.891,166.686,179.414,168.589,194.059,152.045,202.836,174.469,244.883,169.611,288.877,148.094,200.904,151.017,233.153,138.333,269.276
forehand,7f9b67a933db7bd970988423d855b268,13,166.69,158.83,166.649,159.798,155.935,183.306,164.726,205.755,167.614,155.936,161.816,183.325,166.666,199.923,151.061,201.872,168.687,243.911,167.629,286.939,145.169,199.908,149.079,231.247,138.331,269.286
forehand,7f9b67a933db7bd970988423d855b268,14,161.808,159.797,164.711,160.847,159.811,188.171,166.657,207.713,160.81,155.927,0,0,0,0,152.051,204.817,166.645,245.841,161.793,286.95,144.213,200.906,145.216,233.162,137.402,269.272
forehand,7f9b67a933db7bd970988423d855b268,15,159.84,154.958,162.794,159.852,160.845,191.082,169.652,209.695,153.962,152.023,144.167,157.887,0,0,151.988,201.868,159.876,243.906,157.887,283.984,138.337,198.939,145.224,232.188,137.386,268.322
forehand,7f9b67a933db7bd970988423d855b268,16,159.832,152.044,166.652,160.803,167.644,192.081,178.403,213.574,152.968,145.166,132.488,150.061,136.357,165.712,152.022,199.946,156.896,239.03,152.038,279.126,137.38,196.992,145.15,231.214,138.331,266.381
forehand,7f9b67a933db7bd970988423d855b268,17,158.879,153.015,168.634,160.848,172.532,191.151,184.324,206.735,148.097,145.218,127.591,147.15,133.445,159.796,152.032,199.948,152.03,238.011,145.218,270.284,136.423,198.905,144.186,231.242,137.402,265.413
forehand,7f9b67a933db7bd970988423d855b268,18,156.918,152.028,168.625,159.84,173.505,186.219,183.309,191.132,145.148,145.142,129.576,160.781,130.53,158.849,151.971,198.955,149.09,236.066,144.168,267.36,136.352,196.013,137.4,230.252,138.334,262.513
forehand,7f9b67a933db7bd970988423d855b268,19,157.861,151.059,167.68,156.899,168.645,179.383,171.58,178.411,145.213,145.135,132.456,165.721,143.207,169.632,151.026,197.945,145.142,233.16,138.337,262.52,136.332,192.085,137.407,229.248,139.33,262.485
forehand,7f9b67a933db7bd970988423d855b268,1,194.058,142.228,198.968,143.202,203.827,160.793,224.369,147.137,191.132,139.313,206.744,157.877,223.384,146.183,183.309,198.914,194.075,241.945,183.306,285.981,172.558,194.051,182.314,242.945,164.736,282.036
forehand,7f9b67a933db7bd970988423d855b268,20,154.957,151.05,166.658,154.001,166.7,176.425,0,0,145.19,145.197,136.404,167.665,144.188,171.558,152.027,196.976,144.187,231.226,136.359,261.519,137.317,192.074,136.341,226.305,137.341,256.626
forehand,7f9b67a933db7bd970988423d855b268,21,153.98,150.074,162.781,152.964,166.649,169.601,166.68,160.809,145.211,145.223,137.411,169.609,136.358,156.91,152.059,197.968,144.161,231.242,136.331,259.556,137.391,193.098,134.434,226.32,132.466,256.607
forehand,7f9b67a933db7bd970988423d855b268,22,154.003,152.049,162.767,153.997,152.994,174.489,136.421,167.629,146.146,150.072,142.255,174.513,131.488,165.706,152.038,198.928,143.187,234.12,136.329,262.459,137.394,196.005,131.492,230.181,129.579,261.503
